station,lat,lon
5392.04,40.71832,-73.90128
5400.05,40.71870987,-74.0090009
5401.03,40.71790852734058,-73.908454477787
5403.04,40.7169811,-73.94485918
5403.05,40.71929301,-73.94500379
5406.02,40.71850211,-73.98329859
5406.04,40.71926081,-73.98178024
5409.02,40.71798,-73.91818
5411.07,40.71924,-73.95242
5411.08,40.71816969454208,-73.95520135760307
5414.06,40.72019576,-73.98997825
5414.07,40.719383,-73.991479
5419.04,40.718389,-73.961501
5422.04,40.71910537,-73.99973337
5422.09,40.72028,-73.99879
5430.08,40.71911552,-74.00666661
5430.10,40.7197920901383,-74.0052238852195
5431.01,40.71988,-73.90556
5433.03,40.71907891179564,-73.94223690032959
5433.04,40.71882,-73.93948
5436.09,40.72082834,-73.97793172
5436.09_Pillar,40.72083,-73.97793
5436.11,40.71978635452822,-73.97871628403664
5440.05,40.71921,-73.9124
